향수ID,향수명,브랜드명,노트명,구분
6432,A Scent by Issey Miyake,Issey Miyake,재스민,base
6432,A Scent by Issey Miyake,Issey Miyake,버지니아 시더,base
31734,Nuit d’Issey Parfum,Issey Miyake,핑크 페퍼,top
31734,Nuit d’Issey Parfum,Issey Miyake,자몽,top
31734,Nuit d’Issey Parfum,Issey Miyake,레더,mid
31734,Nuit d’Issey Parfum,Issey Miyake,바닐라,mid
31734,Nuit d’Issey Parfum,Issey Miyake,통카빈,base
31734,Nuit d’Issey Parfum,Issey Miyake,패출리,base
725,Le Feu d'Issey,Issey Miyake,고수 잎,top
725,Le Feu d'Issey,Issey Miyake,마호가니,top
725,Le Feu d'Issey,Issey Miyake,불가리안 로즈,top
725,Le Feu d'Issey,Issey Miyake,아니스,top
725,Le Feu d'Issey,Issey Miyake,베르가못,top
725,Le Feu d'Issey,Issey Miyake,코코넛,top
725,Le Feu d'Issey,Issey Miyake,우유,mid
725,Le Feu d'Issey,Issey Miyake,쓰촨 페퍼,mid
725,Le Feu d'Issey,Issey Miyake,캐러멜,mid
725,Le Feu d'Issey,Issey Miyake,로즈,mid
725,Le Feu d'Issey,Issey Miyake,골든 릴리,mid
725,Le Feu d'Issey,Issey Miyake,재스민,mid
725,Le Feu d'Issey,Issey Miyake,과이악 우드,base
725,Le Feu d'Issey,Issey Miyake,샌달우드,base
725,Le Feu d'Issey,Issey Miyake,화이트 앰버,base
725,Le Feu d'Issey,Issey Miyake,바닐라,base
725,Le Feu d'Issey,Issey Miyake,머스크,base
725,Le Feu d'Issey,Issey Miyake,시더,base
55072,Nuit d'Issey Pulse Of The Night,Issey Miyake,키아라 인센스,top
55072,Nuit d'Issey Pulse Of The Night,Issey Miyake,앰버,mid
55072,Nuit d'Issey Pulse Of The Night,Issey Miyake,통카빈,mid
55072,Nuit d'Issey Pulse Of The Night,Issey Miyake,패출리,mid
55072,Nuit d'Issey Pulse Of The Night,Issey Miyake,바닐라,base
55072,Nuit d'Issey Pulse Of The Night,Issey Miyake,레더,base
55072,Nuit d'Issey Pulse Of The Night,Issey Miyake,우디 노트,base
55072,Nuit d'Issey Pulse Of The Night,Issey Miyake,샌달우드,base
55072,Nuit d'Issey Pulse Of The Night,Issey Miyake,베티버,base
14318,L'eau d'Issey Eau de Parfum,Issey Miyake,연꽃,top
14318,L'eau d'Issey Eau de Parfum,Issey Miyake,프리지아,top
14318,L'eau d'Issey Eau de Parfum,Issey Miyake,칼론,top
14318,L'eau d'Issey Eau de Parfum,Issey Miyake,로즈,top
14318,L'eau d'Issey Eau de Parfum,Issey Miyake,릴리,mid
14318,L'eau d'Issey Eau de Parfum,Issey Miyake,목서,mid
14318,L'eau d'Issey Eau de Parfum,Issey Miyake,암브레트 (머스크 맬로우),base
14318,L'eau d'Issey Eau de Parfum,Issey Miyake,버지니아 시더,base
14318,L'eau d'Issey Eau de Parfum,Issey Miyake,샌달우드,base
15464,Pleats Please,Issey Miyake,배,top
15464,Pleats Please,Issey Miyake,스위트 피,mid
15464,Pleats Please,Issey Miyake,모란,mid
15464,Pleats Please,Issey Miyake,인돌,mid
15464,Pleats Please,Issey Miyake,화이트 머스크,base
15464,Pleats Please,Issey Miyake,패출리,base
15464,Pleats Please,Issey Miyake,바닐라 앱솔루트,base
15464,Pleats Please,Issey Miyake,시더,base
10889,L'Eau d'Issey Florale,Issey Miyake,로즈,top
10889,L'Eau d'Issey Florale,Issey Miyake,릴리,mid
10889,L'Eau d'Issey Florale,Issey Miyake,우디 노트,base
10889,L'Eau d'Issey Florale,Issey Miyake,만다린 오렌지,base
47780,L'Eau d'Issey Pure Nectar de Parfum,Issey Miyake,꿀,top
47780,L'Eau d'Issey Pure Nectar de Parfum,Issey Miyake,배,top
47780,L'Eau d'Issey Pure Nectar de Parfum,Issey Miyake,베르가못,top
47780,L'Eau d'Issey Pure Nectar de Parfum,Issey Miyake,로즈,mid
47780,L'Eau d'Issey Pure Nectar de Parfum,Issey Miyake,워터 노트,mid
47780,L'Eau d'Issey Pure Nectar de Parfum,Issey Miyake,모란,mid
47780,L'Eau d'Issey Pure Nectar de Parfum,Issey Miyake,캐시머란,base
47780,L'Eau d'Issey Pure Nectar de Parfum,Issey Miyake,용연향,base
47780,L'Eau d'Issey Pure Nectar de Parfum,Issey Miyake,화이트 머스크,base
47780,L'Eau d'Issey Pure Nectar de Parfum,Issey Miyake,샌달우드,base
47780,L'Eau d'Issey Pure Nectar de Parfum,Issey Miyake,바이올렛,base
37741,L'Eau d'Issey Pure,Issey Miyake,씨 노트,top
37741,L'Eau d'Issey Pure,Issey Miyake,릴리,mid
37741,L'Eau d'Issey Pure,Issey Miyake,재스민,mid
37741,L'Eau d'Issey Pure,Issey Miyake,오렌지 꽃,mid
37741,L'Eau d'Issey Pure,Issey Miyake,다마스크 로즈,mid
37741,L'Eau d'Issey Pure,Issey Miyake,용연향,base
37741,L'Eau d'Issey Pure,Issey Miyake,캐시미어 우드,base
55797,L'Eau d'Issey pour Homme Wood & Wood,Issey Miyake,자몽,top
55797,L'Eau d'Issey pour Homme Wood & Wood,Issey Miyake,엘레미,top
55797,L'Eau d'Issey pour Homme Wood & Wood,Issey Miyake,카다멈,top
55797,L'Eau d'Issey pour Homme Wood & Wood,Issey Miyake,살구,mid
55797,L'Eau d'Issey pour Homme Wood & Wood,Issey Miyake,암브록산,mid
55797,L'Eau d'Issey pour Homme Wood & Wood,Issey Miyake,버지니아 시더,mid
55797,L'Eau d'Issey pour Homme Wood & Wood,Issey Miyake,샌달우드,mid
55797,L'Eau d'Issey pour Homme Wood & Wood,Issey Miyake,우디 노트,base
55797,L'Eau d'Issey pour Homme Wood & Wood,Issey Miyake,아이티 베티버,base
55797,L'Eau d'Issey pour Homme Wood & Wood,Issey Miyake,패출리,base
61866,Fusion d'Issey,Issey Miyake,코코넛 밀크,top
61866,Fusion d'Issey,Issey Miyake,무화과 넥타르,top
61866,Fusion d'Issey,Issey Miyake,레몬,top
61866,Fusion d'Issey,Issey Miyake,샌달우드,mid
61866,Fusion d'Issey,Issey Miyake,로즈마리,mid
61866,Fusion d'Issey,Issey Miyake,카다멈,mid
61866,Fusion d'Issey,Issey Miyake,제라늄,mid
61866,Fusion d'Issey,Issey Miyake,암브록산,base
61866,Fusion d'Issey,Issey Miyake,우디 노트,base
61866,Fusion d'Issey,Issey Miyake,패출리,base
17227,L'Eau D'Issey Absolue,Issey Miyake,연꽃,top
17227,L'Eau D'Issey Absolue,Issey Miyake,프리지아,top
17227,L'Eau D'Issey Absolue,Issey Miyake,꿀,mid
17227,L'Eau D'Issey Absolue,Issey Miyake,튜베로즈,mid
17227,L'Eau D'Issey Absolue,Issey Miyake,밤에 피는 세레우스,mid
17227,L'Eau D'Issey Absolue,Issey Miyake,우디 노트,base
17227,L'Eau D'Issey Absolue,Issey Miyake,버번 바닐라,base
35088,L'Eau d'Issey Pour Homme Fraiche,Issey Miyake,자몽,top
35088,L'Eau d'Issey Pour Homme Fraiche,Issey Miyake,로즈마리,top
35088,L'Eau d'Issey Pour Homme Fraiche,Issey Miyake,베르가못,top
35088,L'Eau d'Issey Pour Homme Fraiche,Issey Miyake,민트,top
35088,L'Eau d'Issey Pour Homme Fraiche,Issey Miyake,카다멈,top
35088,L'Eau d'Issey Pour Homme Fraiche,Issey Miyake,씨 버크손,top
35088,L'Eau d'Issey Pour Homme Fraiche,Issey Miyake,핑크 페퍼,mid
35088,L'Eau d'Issey Pour Homme Fraiche,Issey Miyake,마테,mid
35088,L'Eau d'Issey Pour Homme Fraiche,Issey Miyake,라벤더,mid
35088,L'Eau d'Issey Pour Homme Fraiche,Issey Miyake,메이 로즈,mid
35088,L'Eau d'Issey Pour Homme Fraiche,Issey Miyake,베티버,base
35088,L'Eau d'Issey Pour Homme Fraiche,Issey Miyake,머스크,base
35088,L'Eau d'Issey Pour Homme Fraiche,Issey Miyake,패출리,base
50069,Nuit D’Issey Noir Argent,Issey Miyake,넛멕,top
50069,Nuit D’Issey Noir Argent,Issey Miyake,블랙 페퍼,top
50069,Nuit D’Issey Noir Argent,Issey Miyake,자몽,top
50069,Nuit D’Issey Noir Argent,Issey Miyake,핑크 페퍼,top
50069,Nuit D’Issey Noir Argent,Issey Miyake,레더,mid
50069,Nuit D’Issey Noir Argent,Issey Miyake,올리바넘,mid
50069,Nuit D’Issey Noir Argent,Issey Miyake,사프란,mid
50069,Nuit D’Issey Noir Argent,Issey Miyake,몰약,base
50069,Nuit D’Issey Noir Argent,Issey Miyake,패출리,base
50069,Nuit D’Issey Noir Argent,Issey Miyake,라브다넘,base
50069,Nuit D’Issey Noir Argent,Issey Miyake,베티버,base
67524,Fusion d'Issey Extrême,Issey Miyake,카다멈,top
67524,Fusion d'Issey Extrême,Issey Miyake,베르가못,top
67524,Fusion d'Issey Extrême,Issey Miyake,코코넛,mid
67524,Fusion d'Issey Extrême,Issey Miyake,미네랄 노트,mid
67524,Fusion d'Issey Extrême,Issey Miyake,민트,mid
67524,Fusion d'Issey Extrême,Issey Miyake,라벤더,mid
67524,Fusion d'Issey Extrême,Issey Miyake,솔라 노트,mid
67524,Fusion d'Issey Extrême,Issey Miyake,샌달우드,base
67524,Fusion d'Issey Extrême,Issey Miyake,패출리,base
5002,F by Ferragamo Black,Salvatore Ferragamo,라벤더,top
5002,F by Ferragamo Black,Salvatore Ferragamo,사과,top
5002,F by Ferragamo Black,Salvatore Ferragamo,블랙 페퍼,mid
5002,F by Ferragamo Black,Salvatore Ferragamo,고수,mid
5002,F by Ferragamo Black,Salvatore Ferragamo,통카빈,base
5002,F by Ferragamo Black,Salvatore Ferragamo,라브다넘,base
50797,Uomo Salvatore Ferragamo Signature,Salvatore Ferragamo,이탈리안 만다린,top
50797,Uomo Salvatore Ferragamo Signature,Salvatore Ferragamo,핑크 페퍼,top
50797,Uomo Salvatore Ferragamo Signature,Salvatore Ferragamo,자몽,top
50797,Uomo Salvatore Ferragamo Signature,Salvatore Ferragamo,시나몬,mid
50797,Uomo Salvatore Ferragamo Signature,Salvatore Ferragamo,카다멈,mid
50797,Uomo Salvatore Ferragamo Signature,Salvatore Ferragamo,사이프러스,mid
50797,Uomo Salvatore Ferragamo Signature,Salvatore Ferragamo,통카빈,base
50797,Uomo Salvatore Ferragamo Signature,Salvatore Ferragamo,레더,base
50797,Uomo Salvatore Ferragamo Signature,Salvatore Ferragamo,로스팅 커피빈,base
50797,Uomo Salvatore Ferragamo Signature,Salvatore Ferragamo,패출리,base
39466,Uomo Salvatore Ferragamo,Salvatore Ferragamo,카다멈,top
39466,Uomo Salvatore Ferragamo,Salvatore Ferragamo,블랙 페퍼,top
39466,Uomo Salvatore Ferragamo,Salvatore Ferragamo,베르가못,top
39466,Uomo Salvatore Ferragamo,Salvatore Ferragamo,스위트 노트,mid
39466,Uomo Salvatore Ferragamo,Salvatore Ferragamo,암브록산,mid
39466,Uomo Salvatore Ferragamo,Salvatore Ferragamo,오렌지 꽃,mid
39466,Uomo Salvatore Ferragamo,Salvatore Ferragamo,통카빈,base
39466,Uomo Salvatore Ferragamo,Salvatore Ferragamo,샌달우드,base
39466,Uomo Salvatore Ferragamo,Salvatore Ferragamo,캐시미어 우드,base
13639,Signorina,Salvatore Ferragamo,핑크 페퍼,top
13639,Signorina,Salvatore Ferragamo,블랙 커런트,top
13639,Signorina,Salvatore Ferragamo,로즈,mid
13639,Signorina,Salvatore Ferragamo,모란,mid
13639,Signorina,Salvatore Ferragamo,재스민,mid
13639,Signorina,Salvatore Ferragamo,파나코타,base
13639,Signorina,Salvatore Ferragamo,머스크,base
13639,Signorina,Salvatore Ferragamo,패출리,base
32646,Signorina Misteriosa,Salvatore Ferragamo,블랙베리,top
32646,Signorina Misteriosa,Salvatore Ferragamo,네롤리,top
32646,Signorina Misteriosa,Salvatore Ferragamo,튜베로즈,mid
32646,Signorina Misteriosa,Salvatore Ferragamo,오렌지 꽃,mid
32646,Signorina Misteriosa,Salvatore Ferragamo,밀크 무스,base
32646,Signorina Misteriosa,Salvatore Ferragamo,블랙 바닐라 허스크,base
32646,Signorina Misteriosa,Salvatore Ferragamo,패출리,base
46832,Amo Ferragamo,Salvatore Ferragamo,캄파리,top
46832,Amo Ferragamo,Salvatore Ferragamo,블랙 커런트,top
46832,Amo Ferragamo,Salvatore Ferragamo,로즈마리,top
46832,Amo Ferragamo,Salvatore Ferragamo,루바브,mid
46832,Amo Ferragamo,Salvatore Ferragamo,재스민 삼박,mid
46832,Amo Ferragamo,Salvatore Ferragamo,마테,mid
46832,Amo Ferragamo,Salvatore Ferragamo,타히티 바닐라,base
46832,Amo Ferragamo,Salvatore Ferragamo,암브록산,base
46832,Amo Ferragamo,Salvatore Ferragamo,샌달우드,base
24788,Acqua Essenziale Blu,Salvatore Ferragamo,레몬,top
24788,Acqua Essenziale Blu,Salvatore Ferragamo,칼라브리아 베르가못,top
24788,Acqua Essenziale Blu,Salvatore Ferragamo,카다멈,top
24788,Acqua Essenziale Blu,Salvatore Ferragamo,라벤더,mid
24788,Acqua Essenziale Blu,Salvatore Ferragamo,사이프리올 오일 / 나가르모타,mid
24788,Acqua Essenziale Blu,Salvatore Ferragamo,아틀라스 시더,mid
24788,Acqua Essenziale Blu,Salvatore Ferragamo,통카빈,base
24788,Acqua Essenziale Blu,Salvatore Ferragamo,암브록산,base
24788,Acqua Essenziale Blu,Salvatore Ferragamo,벤조인,base
24788,Acqua Essenziale Blu,Salvatore Ferragamo,패출리,base
1055,Incanto Shine,Salvatore Ferragamo,파인애플,top
1055,Incanto Shine,Salvatore Ferragamo,패션프루트,top
1055,Incanto Shine,Salvatore Ferragamo,베르가못,top
1055,Incanto Shine,Salvatore Ferragamo,복숭아,mid
1055,Incanto Shine,Salvatore Ferragamo,핑크 모란,mid
1055,Incanto Shine,Salvatore Ferragamo,프리지아,mid
1055,Incanto Shine,Salvatore Ferragamo,머스크,base
1055,Incanto Shine,Salvatore Ferragamo,시더,base
1055,Incanto Shine,Salvatore Ferragamo,앰버,base
653,Incanto Charms,Salvatore Ferragamo,패션프루트,top
653,Incanto Charms,Salvatore Ferragamo,인동덩굴,top
653,Incanto Charms,Salvatore Ferragamo,로즈,mid
653,Incanto Charms,Salvatore Ferragamo,재스민,mid
653,Incanto Charms,Salvatore Ferragamo,머스크,base
653,Incanto Charms,Salvatore Ferragamo,우디 노트,base
21977,Signorina Eleganza,Salvatore Ferragamo,배,top
21977,Signorina Eleganza,Salvatore Ferragamo,자몽,top
21977,Signorina Eleganza,Salvatore Ferragamo,목서,mid
21977,Signorina Eleganza,Salvatore Ferragamo,아몬드,mid
21977,Signorina Eleganza,Salvatore Ferragamo,패출리,base
21977,Signorina Eleganza,Salvatore Ferragamo,레더,base
56481,Signorina Ribelle,Salvatore Ferragamo,핑크 페퍼,top
56481,Signorina Ribelle,Salvatore Ferragamo,만다린 오렌지,top
56481,Signorina Ribelle,Salvatore Ferragamo,프랑지파니,mid
56481,Signorina Ribelle,Salvatore Ferragamo,일랑일랑,mid
56481,Signorina Ribelle,Salvatore Ferragamo,아이스크림,base
56481,Signorina Ribelle,Salvatore Ferragamo,코코넛 밀크,base
56481,Signorina Ribelle,Salvatore Ferragamo,바닐라,base
17089,Acqua Essenziale,Salvatore Ferragamo,민트,top
17089,Acqua Essenziale,Salvatore Ferragamo,레몬 잎,top
17089,Acqua Essenziale,Salvatore Ferragamo,씨 노트,mid
17089,Acqua Essenziale,Salvatore Ferragamo,라벤더,mid
17089,Acqua Essenziale,Salvatore Ferragamo,로즈마리,mid
17089,Acqua Essenziale,Salvatore Ferragamo,제라늄,mid
17089,Acqua Essenziale,Salvatore Ferragamo,베티버,base
17089,Acqua Essenziale,Salvatore Ferragamo,머스크,base
17089,Acqua Essenziale,Salvatore Ferragamo,라브다넘,base
17089,Acqua Essenziale,Salvatore Ferragamo,패출리,base
65225,Ferragamo Intense Leather,Salvatore Ferragamo,만다린 오렌지,top
65225,Ferragamo Intense Leather,Salvatore Ferragamo,핑크 페퍼,top
65225,Ferragamo Intense Leather,Salvatore Ferragamo,클라리 세이지,top
65225,Ferragamo Intense Leather,Salvatore Ferragamo,레드 애플,mid
65225,Ferragamo Intense Leather,Salvatore Ferragamo,아이리스,mid
65225,Ferragamo Intense Leather,Salvatore Ferragamo,은방울꽃,mid
65225,Ferragamo Intense Leather,Salvatore Ferragamo,레더,base
65225,Ferragamo Intense Leather,Salvatore Ferragamo,어시 노트,base
65225,Ferragamo Intense Leather,Salvatore Ferragamo,오크모스,base
65225,Ferragamo Intense Leather,Salvatore Ferragamo,머스크,base
1699,F by Ferragamo Pour Homme,Salvatore Ferragamo,라벤더,top
1699,F by Ferragamo Pour Homme,Salvatore Ferragamo,사과,top
1699,F by Ferragamo Pour Homme,Salvatore Ferragamo,블랙 페퍼,mid
1699,F by Ferragamo Pour Homme,Salvatore Ferragamo,라브다넘,base
1699,F by Ferragamo Pour Homme,Salvatore Ferragamo,레더,base
1699,F by Ferragamo Pour Homme,Salvatore Ferragamo,앰버,base
659,Pour Homme,Salvatore Ferragamo,무화과 잎,top
659,Pour Homme,Salvatore Ferragamo,자몽,top
659,Pour Homme,Salvatore Ferragamo,캐러웨이,top
659,Pour Homme,Salvatore Ferragamo,브라질 로즈우드,top
659,Pour Homme,Salvatore Ferragamo,아프리카 제라늄,top
659,Pour Homme,Salvatore Ferragamo,시클라멘,top
659,Pour Homme,Salvatore Ferragamo,네롤리,top
659,Pour Homme,Salvatore Ferragamo,카네이션,mid
659,Pour Homme,Salvatore Ferragamo,카다멈,mid
659,Pour Homme,Salvatore Ferragamo,로즈,mid
659,Pour Homme,Salvatore Ferragamo,재스민,mid
659,Pour Homme,Salvatore Ferragamo,오리스 루트,mid
659,Pour Homme,Salvatore Ferragamo,시더,base
659,Pour Homme,Salvatore Ferragamo,베티버,base
659,Pour Homme,Salvatore Ferragamo,샌달우드,base
659,Pour Homme,Salvatore Ferragamo,레더,base
659,Pour Homme,Salvatore Ferragamo,머스크,base
659,Pour Homme,Salvatore Ferragamo,오크모스,base
658,pour Femme,Salvatore Ferragamo,초록 잎,top
658,pour Femme,Salvatore Ferragamo,자몽,top
658,pour Femme,Salvatore Ferragamo,팔각,top
658,pour Femme,Salvatore Ferragamo,카시아,top
658,pour Femme,Salvatore Ferragamo,베르가못,top
658,pour Femme,Salvatore Ferragamo,블랙 커런트,top
658,pour Femme,Salvatore Ferragamo,네롤리,top
658,pour Femme,Salvatore Ferragamo,코코넛,top
658,pour Femme,Salvatore Ferragamo,모란,mid
658,pour Femme,Salvatore Ferragamo,페퍼,mid
658,pour Femme,Salvatore Ferragamo,은방울꽃,mid
658,pour Femme,Salvatore Ferragamo,넛멕,mid
658,pour Femme,Salvatore Ferragamo,스파이스,mid
658,pour Femme,Salvatore Ferragamo,카네이션,mid
658,pour Femme,Salvatore Ferragamo,로즈,mid
658,pour Femme,Salvatore Ferragamo,브라질 로즈우드,mid
658,pour Femme,Salvatore Ferragamo,아이리스,mid
658,pour Femme,Salvatore Ferragamo,머스크,base
658,pour Femme,Salvatore Ferragamo,이국적 우드,base
658,pour Femme,Salvatore Ferragamo,베티버,base
658,pour Femme,Salvatore Ferragamo,시더,base
658,pour Femme,Salvatore Ferragamo,샌달우드,base
658,pour Femme,Salvatore Ferragamo,스위트 아몬드,base
658,pour Femme,Salvatore Ferragamo,라즈베리,base
44863,Uomo Salvatore Ferragamo Casual Life,Salvatore Ferragamo,바이올렛 잎,top
44863,Uomo Salvatore Ferragamo Casual Life,Salvatore Ferragamo,레몬,top
44863,Uomo Salvatore Ferragamo Casual Life,Salvatore Ferragamo,카다멈,top
44863,Uomo Salvatore Ferragamo Casual Life,Salvatore Ferragamo,커피,mid
44863,Uomo Salvatore Ferragamo Casual Life,Salvatore Ferragamo,암브록산,mid
44863,Uomo Salvatore Ferragamo Casual Life,Salvatore Ferragamo,제라늄,mid
44863,Uomo Salvatore Ferragamo Casual Life,Salvatore Ferragamo,머스크,base
44863,Uomo Salvatore Ferragamo Casual Life,Salvatore Ferragamo,캐시미어 우드,base
44863,Uomo Salvatore Ferragamo Casual Life,Salvatore Ferragamo,화이트 시더 추출물,base
28117,Emozione,Salvatore Ferragamo,아이리스,top
28117,Emozione,Salvatore Ferragamo,복숭아,top
28117,Emozione,Salvatore Ferragamo,베르가못,top
28117,Emozione,Salvatore Ferragamo,헬리오트로프,mid
28117,Emozione,Salvatore Ferragamo,모란,mid
28117,Emozione,Salvatore Ferragamo,불가리안 로즈,mid
28117,Emozione,Salvatore Ferragamo,화이트 머스크,base
28117,Emozione,Salvatore Ferragamo,스웨이드,base
28117,Emozione,Salvatore Ferragamo,패출리,base
30816,Acqua Essenziale Colonia,Salvatore Ferragamo,베르가못,top
30816,Acqua Essenziale Colonia,Salvatore Ferragamo,워터 노트,top
30816,Acqua Essenziale Colonia,Salvatore Ferragamo,클라리 세이지,mid
30816,Acqua Essenziale Colonia,Salvatore Ferragamo,오렌지 꽃,mid
30816,Acqua Essenziale Colonia,Salvatore Ferragamo,라벤더,mid
30816,Acqua Essenziale Colonia,Salvatore Ferragamo,암브록산,base
30816,Acqua Essenziale Colonia,Salvatore Ferragamo,베티버,base
30816,Acqua Essenziale Colonia,Salvatore Ferragamo,통카빈,base
68791,Ferragamo Spicy Leather,Salvatore Ferragamo,사프란,top
68791,Ferragamo Spicy Leather,Salvatore Ferragamo,레몬,top
68791,Ferragamo Spicy Leather,Salvatore Ferragamo,베르가못,top
68791,Ferragamo Spicy Leather,Salvatore Ferragamo,블랙 페퍼,mid
68791,Ferragamo Spicy Leather,Salvatore Ferragamo,넛멕,mid
68791,Ferragamo Spicy Leather,Salvatore Ferragamo,클라리 세이지,mid
68791,Ferragamo Spicy Leather,Salvatore Ferragamo,시더,mid
68791,Ferragamo Spicy Leather,Salvatore Ferragamo,레더,base
68791,Ferragamo Spicy Leather,Salvatore Ferragamo,샌달우드,base
68791,Ferragamo Spicy Leather,Salvatore Ferragamo,패출리,base
651,Incanto,Salvatore Ferragamo,자두,top
651,Incanto,Salvatore Ferragamo,복숭아,top
651,Incanto,Salvatore Ferragamo,모란,mid
651,Incanto,Salvatore Ferragamo,재스민,mid
651,Incanto,Salvatore Ferragamo,레드 릴리,mid
651,Incanto,Salvatore Ferragamo,샌달우드,base
651,Incanto,Salvatore Ferragamo,화이트 머스크,base
651,Incanto,Salvatore Ferragamo,앰버,base
17088,Signorina Eau de Toilette,Salvatore Ferragamo,리치,top
17088,Signorina Eau de Toilette,Salvatore Ferragamo,자몽,top
17088,Signorina Eau de Toilette,Salvatore Ferragamo,쌀,mid
17088,Signorina Eau de Toilette,Salvatore Ferragamo,로즈,mid
17088,Signorina Eau de Toilette,Salvatore Ferragamo,밀크 무스,base
17088,Signorina Eau de Toilette,Salvatore Ferragamo,캐시머란,base
55367,Uomo Salvatore Ferragamo Urban Feel,Salvatore Ferragamo,베르가못,top
55367,Uomo Salvatore Ferragamo Urban Feel,Salvatore Ferragamo,오조닉 노트,top
55367,Uomo Salvatore Ferragamo Urban Feel,Salvatore Ferragamo,클라리 세이지,top
55367,Uomo Salvatore Ferragamo Urban Feel,Salvatore Ferragamo,커피,top
55367,Uomo Salvatore Ferragamo Urban Feel,Salvatore Ferragamo,유목,mid
55367,Uomo Salvatore Ferragamo Urban Feel,Salvatore Ferragamo,시더,mid
55367,Uomo Salvatore Ferragamo Urban Feel,Salvatore Ferragamo,커민,mid
55367,Uomo Salvatore Ferragamo Urban Feel,Salvatore Ferragamo,암브록산,base
55367,Uomo Salvatore Ferragamo Urban Feel,Salvatore Ferragamo,인센스,base
55367,Uomo Salvatore Ferragamo Urban Feel,Salvatore Ferragamo,패출리,base
55367,Uomo Salvatore Ferragamo Urban Feel,Salvatore Ferragamo,라브다넘,base
41733,Signorina In Fiore,Salvatore Ferragamo,석류,top
41733,Signorina In Fiore,Salvatore Ferragamo,샤베트,top
41733,Signorina In Fiore,Salvatore Ferragamo,배,top
41733,Signorina In Fiore,Salvatore Ferragamo,벚꽃,mid
41733,Signorina In Fiore,Salvatore Ferragamo,재스민,mid
41733,Signorina In Fiore,Salvatore Ferragamo,화이트 머스크,base
41733,Signorina In Fiore,Salvatore Ferragamo,샌달우드,base
79229,Signorina Libera,Salvatore Ferragamo,배,top
79229,Signorina Libera,Salvatore Ferragamo,베르가못,top
79229,Signorina Libera,Salvatore Ferragamo,엘레미,top
79229,Signorina Libera,Salvatore Ferragamo,오리스,mid
79229,Signorina Libera,Salvatore Ferragamo,자두,mid
79229,Signorina Libera,Salvatore Ferragamo,로즈,mid
79229,Signorina Libera,Salvatore Ferragamo,설탕,base
79229,Signorina Libera,Salvatore Ferragamo,암브록산,base
79229,Signorina Libera,Salvatore Ferragamo,캐시머란,base
52802,Emporio Armani Stronger With You Intensely,Giorgio Armani,핑크 페퍼,top
52802,Emporio Armani Stronger With You Intensely,Giorgio Armani,주니퍼,top
52802,Emporio Armani Stronger With You Intensely,Giorgio Armani,바이올렛,top
52802,Emporio Armani Stronger With You Intensely,Giorgio Armani,토피,mid
52802,Emporio Armani Stronger With You Intensely,Giorgio Armani,시나몬,mid
52802,Emporio Armani Stronger With You Intensely,Giorgio Armani,라벤더,mid
52802,Emporio Armani Stronger With You Intensely,Giorgio Armani,세이지,mid
52802,Emporio Armani Stronger With You Intensely,Giorgio Armani,바닐라,base
52802,Emporio Armani Stronger With You Intensely,Giorgio Armani,앰버,base
52802,Emporio Armani Stronger With You Intensely,Giorgio Armani,통카빈,base
52802,Emporio Armani Stronger With You Intensely,Giorgio Armani,스웨이드,base
410,Acqua di Gio,Giorgio Armani,라임,top
410,Acqua di Gio,Giorgio Armani,레몬,top
410,Acqua di Gio,Giorgio Armani,베르가못,top
410,Acqua di Gio,Giorgio Armani,재스민,top
410,Acqua di Gio,Giorgio Armani,오렌지,top
410,Acqua di Gio,Giorgio Armani,만다린 오렌지,top
410,Acqua di Gio,Giorgio Armani,네롤리,top
410,Acqua di Gio,Giorgio Armani,씨 노트,mid
410,Acqua di Gio,Giorgio Armani,재스민,mid
410,Acqua di Gio,Giorgio Armani,칼론,mid
410,Acqua di Gio,Giorgio Armani,로즈마리,mid
410,Acqua di Gio,Giorgio Armani,복숭아,mid
410,Acqua di Gio,Giorgio Armani,프리지아,mid
410,Acqua di Gio,Giorgio Armani,히아신스,mid
410,Acqua di Gio,Giorgio Armani,시클라멘,mid
410,Acqua di Gio,Giorgio Armani,바이올렛,mid
410,Acqua di Gio,Giorgio Armani,고수,mid
410,Acqua di Gio,Giorgio Armani,로즈,mid
410,Acqua di Gio,Giorgio Armani,넛멕,mid
410,Acqua di Gio,Giorgio Armani,미뇨네트,mid
410,Acqua di Gio,Giorgio Armani,화이트 머스크,base
410,Acqua di Gio,Giorgio Armani,시더,base
410,Acqua di Gio,Giorgio Armani,오크모스,base
410,Acqua di Gio,Giorgio Armani,패출리,base
410,Acqua di Gio,Giorgio Armani,앰버,base
29727,Acqua di Giò Profumo,Giorgio Armani,씨 노트,top
29727,Acqua di Giò Profumo,Giorgio Armani,베르가못,top
29727,Acqua di Giò Profumo,Giorgio Armani,로즈마리,mid
29727,Acqua di Giò Profumo,Giorgio Armani,세이지,mid
29727,Acqua di Giò Profumo,Giorgio Armani,제라늄,mid
29727,Acqua di Giò Profumo,Giorgio Armani,인센스,base
29727,Acqua di Giò Profumo,Giorgio Armani,패출리,base
18453,Si,Giorgio Armani,카시스,top
18453,Si,Giorgio Armani,메이 로즈,mid
18453,Si,Giorgio Armani,프리지아,mid
18453,Si,Giorgio Armani,바닐라,base
18453,Si,Giorgio Armani,패출리,base
18453,Si,Giorgio Armani,우디 노트,base
18453,Si,Giorgio Armani,암브록산,base
59532,Acqua di Giò Profondo,Giorgio Armani,씨 노트,top
