향수ID,향수명,브랜드명,어코드명,비율
51411,Lost Cherry,Tom Ford,Sweet,100
51411,Lost Cherry,Tom Ford,Fruity,54
51411,Lost Cherry,Tom Ford,Resinous,33
51411,Lost Cherry,Tom Ford,Spicy,19
51411,Lost Cherry,Tom Ford,Woody,17
50239,Ombré Leather (2018),Tom Ford,Woody,100
50239,Ombré Leather (2018),Tom Ford,Earthy/Smoky,52
50239,Ombré Leather (2018),Tom Ford,Musky,37
50239,Ombré Leather (2018),Tom Ford,Spicy,31
50239,Ombré Leather (2018),Tom Ford,Floral,30
50239,Ombré Leather (2018),Tom Ford,Resinous,28
1826,Oud Wood,Tom Ford,Woody,100
1826,Oud Wood,Tom Ford,Sweet,92
1826,Oud Wood,Tom Ford,Spicy,76
1826,Oud Wood,Tom Ford,Resinous,63
1826,Oud Wood,Tom Ford,Aromatic,37
29675,Noir Extreme,Tom Ford,Sweet,100
29675,Noir Extreme,Tom Ford,Spicy,65
29675,Noir Extreme,Tom Ford,Resinous,48
29675,Noir Extreme,Tom Ford,Woody,34
29675,Noir Extreme,Tom Ford,Aromatic,25
29675,Noir Extreme,Tom Ford,Floral,24
34893,Soleil Blanc,Tom Ford,Floral,100
34893,Soleil Blanc,Tom Ford,Sweet,100
34893,Soleil Blanc,Tom Ford,Resinous,30
34893,Soleil Blanc,Tom Ford,Woody,25
34893,Soleil Blanc,Tom Ford,Spicy,25
34893,Soleil Blanc,Tom Ford,Citrus,22
46513,Fabulous,Tom Ford,Sweet,100
46513,Fabulous,Tom Ford,Woody,54
46513,Fabulous,Tom Ford,Aromatic,31
46513,Fabulous,Tom Ford,Resinous,25
46513,Fabulous,Tom Ford,Floral,24
46513,Fabulous,Tom Ford,Musky,20
1849,Tuscan Leather,Tom Ford,Woody,100
1849,Tuscan Leather,Tom Ford,Fruity,39
1849,Tuscan Leather,Tom Ford,Musky,38
1849,Tuscan Leather,Tom Ford,Sweet,33
1849,Tuscan Leather,Tom Ford,Resinous,33
1849,Tuscan Leather,Tom Ford,Earthy/Smoky,31
1849,Tuscan Leather,Tom Ford,Spicy,31
1822,Noir de Noir,Tom Ford,Woody,100
1822,Noir de Noir,Tom Ford,Floral,60
1822,Noir de Noir,Tom Ford,Earthy/Smoky,41
1822,Noir de Noir,Tom Ford,Spicy,30
1822,Noir de Noir,Tom Ford,Sweet,26
1822,Noir de Noir,Tom Ford,Resinous,20
12192,Neroli Portofino,Tom Ford,Floral,100
12192,Neroli Portofino,Tom Ford,Citrus,88
12192,Neroli Portofino,Tom Ford,Aromatic,46
12192,Neroli Portofino,Tom Ford,Spicy,46
62707,Bitter Peach,Tom Ford,Sweet,100
62707,Bitter Peach,Tom Ford,Resinous,59
62707,Bitter Peach,Tom Ford,Woody,46
62707,Bitter Peach,Tom Ford,Spicy,38
62707,Bitter Peach,Tom Ford,Fruity,37
62707,Bitter Peach,Tom Ford,Citrus,26
62707,Bitter Peach,Tom Ford,Aromatic,25
22963,Velvet Orchid,Tom Ford,Sweet,100
22963,Velvet Orchid,Tom Ford,Resinous,48
22963,Velvet Orchid,Tom Ford,Floral,33
22963,Velvet Orchid,Tom Ford,Woody,23
22963,Velvet Orchid,Tom Ford,Fruity,20
22963,Velvet Orchid,Tom Ford,Spicy,18
6697,Grey Vetiver,Tom Ford,Woody,100
6697,Grey Vetiver,Tom Ford,Aromatic,57
6697,Grey Vetiver,Tom Ford,Earthy/Smoky,53
6697,Grey Vetiver,Tom Ford,Citrus,44
6697,Grey Vetiver,Tom Ford,Spicy,33
30957,Noir Pour Femme,Tom Ford,Sweet,100
30957,Noir Pour Femme,Tom Ford,Resinous,44
30957,Noir Pour Femme,Tom Ford,Woody,22
30957,Noir Pour Femme,Tom Ford,Citrus,21
30957,Noir Pour Femme,Tom Ford,Spicy,16
30957,Noir Pour Femme,Tom Ford,Aromatic,16
68716,Ombré Leather Parfum,Tom Ford,Woody,100
68716,Ombré Leather Parfum,Tom Ford,Fresh,67
68716,Ombré Leather Parfum,Tom Ford,Floral,57
68716,Ombré Leather Parfum,Tom Ford,Earthy/Smoky,57
68716,Ombré Leather Parfum,Tom Ford,Musky,36
68716,Ombré Leather Parfum,Tom Ford,Sweet,26
88588,Vanilla,Tom Ford,Sweet,100
88588,Vanilla,Tom Ford,Woody,26
88588,Vanilla,Tom Ford,Resinous,22
6386,White Suede,Tom Ford,Woody,100
6386,White Suede,Tom Ford,Musky,81
6386,White Suede,Tom Ford,Sweet,64
6386,White Suede,Tom Ford,Floral,46
6386,White Suede,Tom Ford,Spicy,45
6386,White Suede,Tom Ford,Resinous,44
6386,White Suede,Tom Ford,Fresh,40
6386,White Suede,Tom Ford,Aromatic,39
6386,White Suede,Tom Ford,Green,39
48029,Vanille Fatale,Tom Ford,Sweet,100
48029,Vanille Fatale,Tom Ford,Resinous,56
48029,Vanille Fatale,Tom Ford,Woody,55
48029,Vanille Fatale,Tom Ford,Spicy,36
48029,Vanille Fatale,Tom Ford,Earthy/Smoky,25
48029,Vanille Fatale,Tom Ford,Aromatic,24
59064,Beau De Jour Eau de Parfum,Tom Ford,Woody,100
59064,Beau De Jour Eau de Parfum,Tom Ford,Spicy,82
59064,Beau De Jour Eau de Parfum,Tom Ford,Green,60
59064,Beau De Jour Eau de Parfum,Tom Ford,Aromatic,58
59064,Beau De Jour Eau de Parfum,Tom Ford,Floral,40
59064,Beau De Jour Eau de Parfum,Tom Ford,Earthy/Smoky,33
48152,Eau de Soleil Blanc,Tom Ford,Sweet,100
48152,Eau de Soleil Blanc,Tom Ford,Floral,99
48152,Eau de Soleil Blanc,Tom Ford,Citrus,53
48152,Eau de Soleil Blanc,Tom Ford,Green,27
48152,Eau de Soleil Blanc,Tom Ford,Aromatic,27
48152,Eau de Soleil Blanc,Tom Ford,Spicy,25
12765,Jasmin Rouge,Tom Ford,Floral,100
12765,Jasmin Rouge,Tom Ford,Spicy,49
12765,Jasmin Rouge,Tom Ford,Citrus,27
12765,Jasmin Rouge,Tom Ford,Woody,25
12765,Jasmin Rouge,Tom Ford,Sweet,23
12765,Jasmin Rouge,Tom Ford,Resinous,22
12765,Jasmin Rouge,Tom Ford,Fresh,22
21402,Tobacco Oud,Tom Ford,Woody,100
21402,Tobacco Oud,Tom Ford,Earthy/Smoky,86
21402,Tobacco Oud,Tom Ford,Resinous,73
21402,Tobacco Oud,Tom Ford,Sweet,70
21402,Tobacco Oud,Tom Ford,Spicy,65
21402,Tobacco Oud,Tom Ford,Fruity,52
3797,White Patchouli,Tom Ford,Floral,100
3797,White Patchouli,Tom Ford,Woody,83
3797,White Patchouli,Tom Ford,Spicy,30
3797,White Patchouli,Tom Ford,Aromatic,30
3797,White Patchouli,Tom Ford,Resinous,26
3797,White Patchouli,Tom Ford,Earthy/Smoky,24
3797,White Patchouli,Tom Ford,Citrus,23
69008,Ébène Fumé,Tom Ford,Woody,100
69008,Ébène Fumé,Tom Ford,Resinous,92
69008,Ébène Fumé,Tom Ford,Spicy,68
69008,Ébène Fumé,Tom Ford,Earthy/Smoky,38
69008,Ébène Fumé,Tom Ford,Aromatic,31
25324,Black Opium,Yves Saint Laurent,Sweet,100
25324,Black Opium,Yves Saint Laurent,Spicy,59
25324,Black Opium,Yves Saint Laurent,Earthy/Smoky,37
25324,Black Opium,Yves Saint Laurent,Floral,32
25324,Black Opium,Yves Saint Laurent,Woody,27
25324,Black Opium,Yves Saint Laurent,Fruity,26
25324,Black Opium,Yves Saint Laurent,Resinous,23
50757,Y Eau de Parfum,Yves Saint Laurent,Spicy,100
50757,Y Eau de Parfum,Yves Saint Laurent,Green,79
50757,Y Eau de Parfum,Yves Saint Laurent,Aromatic,70
50757,Y Eau de Parfum,Yves Saint Laurent,Woody,57
50757,Y Eau de Parfum,Yves Saint Laurent,Fruity,50
50757,Y Eau de Parfum,Yves Saint Laurent,Resinous,47
50757,Y Eau de Parfum,Yves Saint Laurent,Fresh,47
50757,Y Eau de Parfum,Yves Saint Laurent,Citrus,43
5521,La Nuit de l'Homme,Yves Saint Laurent,Spicy,100
5521,La Nuit de l'Homme,Yves Saint Laurent,Aromatic,68
5521,La Nuit de l'Homme,Yves Saint Laurent,Floral,47
5521,La Nuit de l'Homme,Yves Saint Laurent,Woody,45
5521,La Nuit de l'Homme,Yves Saint Laurent,Citrus,33
56077,Libre,Yves Saint Laurent,Floral,100
56077,Libre,Yves Saint Laurent,Sweet,99
56077,Libre,Yves Saint Laurent,Musky,58
56077,Libre,Yves Saint Laurent,Citrus,47
56077,Libre,Yves Saint Laurent,Aromatic,33
56077,Libre,Yves Saint Laurent,Woody,29
62318,Libre Intense,Yves Saint Laurent,Sweet,100
62318,Libre Intense,Yves Saint Laurent,Floral,92
62318,Libre Intense,Yves Saint Laurent,Citrus,33
62318,Libre Intense,Yves Saint Laurent,Aromatic,31
62318,Libre Intense,Yves Saint Laurent,Resinous,27
62318,Libre Intense,Yves Saint Laurent,Spicy,22
84094,MYSLF Eau de Parfum,Yves Saint Laurent,Woody,100
84094,MYSLF Eau de Parfum,Yves Saint Laurent,Citrus,99
84094,MYSLF Eau de Parfum,Yves Saint Laurent,Floral,82
84094,MYSLF Eau de Parfum,Yves Saint Laurent,Spicy,51
84094,MYSLF Eau de Parfum,Yves Saint Laurent,Sweet,46
73149,Babycat,Yves Saint Laurent,Spicy,100
73149,Babycat,Yves Saint Laurent,Sweet,99
73149,Babycat,Yves Saint Laurent,Woody,79
73149,Babycat,Yves Saint Laurent,Resinous,76
73149,Babycat,Yves Saint Laurent,Musky,38
73149,Babycat,Yves Saint Laurent,Aromatic,38
38914,Mon Paris,Yves Saint Laurent,Floral,100
38914,Mon Paris,Yves Saint Laurent,Fruity,99
38914,Mon Paris,Yves Saint Laurent,Woody,99
38914,Mon Paris,Yves Saint Laurent,Sweet,84
38914,Mon Paris,Yves Saint Laurent,Fresh,52
38914,Mon Paris,Yves Saint Laurent,Citrus,50
38914,Mon Paris,Yves Saint Laurent,Musky,45
734,L'Homme,Yves Saint Laurent,Spicy,100
734,L'Homme,Yves Saint Laurent,Fresh,64
734,L'Homme,Yves Saint Laurent,Citrus,52
734,L'Homme,Yves Saint Laurent,Aromatic,43
734,L'Homme,Yves Saint Laurent,Woody,36
734,L'Homme,Yves Saint Laurent,Sweet,29
734,L'Homme,Yves Saint Laurent,Green,29
92,Cinéma,Yves Saint Laurent,Sweet,100
92,Cinéma,Yves Saint Laurent,Floral,76
92,Cinéma,Yves Saint Laurent,Resinous,38
92,Cinéma,Yves Saint Laurent,Citrus,32
92,Cinéma,Yves Saint Laurent,Fresh,25
32269,Tuxedo,Yves Saint Laurent,Woody,100
32269,Tuxedo,Yves Saint Laurent,Resinous,92
32269,Tuxedo,Yves Saint Laurent,Spicy,92
32269,Tuxedo,Yves Saint Laurent,Fresh,86
32269,Tuxedo,Yves Saint Laurent,Sweet,50
32269,Tuxedo,Yves Saint Laurent,Floral,41
64718,Y Le Parfum,Yves Saint Laurent,Aromatic,100
64718,Y Le Parfum,Yves Saint Laurent,Spicy,61
64718,Y Le Parfum,Yves Saint Laurent,Fresh,50
64718,Y Le Parfum,Yves Saint Laurent,Fruity,42
64718,Y Le Parfum,Yves Saint Laurent,Green,42
64718,Y Le Parfum,Yves Saint Laurent,Floral,40
64718,Y Le Parfum,Yves Saint Laurent,Woody,38
64718,Y Le Parfum,Yves Saint Laurent,Citrus,38
64718,Y Le Parfum,Yves Saint Laurent,Resinous,37
735,Kouros,Yves Saint Laurent,Musky,100
735,Kouros,Yves Saint Laurent,Aromatic,67
735,Kouros,Yves Saint Laurent,Sweet,67
735,Kouros,Yves Saint Laurent,Woody,58
735,Kouros,Yves Saint Laurent,Earthy/Smoky,31
735,Kouros,Yves Saint Laurent,Spicy,29
88707,Black Opium Over Red,Yves Saint Laurent,Sweet,100
88707,Black Opium Over Red,Yves Saint Laurent,Fruity,36
88707,Black Opium Over Red,Yves Saint Laurent,Earthy/Smoky,28
88707,Black Opium Over Red,Yves Saint Laurent,Floral,28
88707,Black Opium Over Red,Yves Saint Laurent,Spicy,25
88707,Black Opium Over Red,Yves Saint Laurent,Citrus,20
88707,Black Opium Over Red,Yves Saint Laurent,Woody,18
67997,La Nuit de L'Homme Bleu Électrique,Yves Saint Laurent,Spicy,100
67997,La Nuit de L'Homme Bleu Électrique,Yves Saint Laurent,Aromatic,59
67997,La Nuit de L'Homme Bleu Électrique,Yves Saint Laurent,Floral,40
67997,La Nuit de L'Homme Bleu Électrique,Yves Saint Laurent,Woody,36
67997,La Nuit de L'Homme Bleu Électrique,Yves Saint Laurent,Citrus,30
67997,La Nuit de L'Homme Bleu Électrique,Yves Saint Laurent,Green,28
75676,Libre Le Parfum,Yves Saint Laurent,Sweet,100
75676,Libre Le Parfum,Yves Saint Laurent,Floral,71
75676,Libre Le Parfum,Yves Saint Laurent,Spicy,46
75676,Libre Le Parfum,Yves Saint Laurent,Citrus,33
75676,Libre Le Parfum,Yves Saint Laurent,Aromatic,25
15540,Manifesto,Yves Saint Laurent,Sweet,100
15540,Manifesto,Yves Saint Laurent,Woody,34
15540,Manifesto,Yves Saint Laurent,Fruity,28
15540,Manifesto,Yves Saint Laurent,Floral,26
15540,Manifesto,Yves Saint Laurent,Green,25
15540,Manifesto,Yves Saint Laurent,Aromatic,25
15540,Manifesto,Yves Saint Laurent,Resinous,22
15540,Manifesto,Yves Saint Laurent,Spicy,21
7399,Opium Eau de Parfum 2009,Yves Saint Laurent,Resinous,100
7399,Opium Eau de Parfum 2009,Yves Saint Laurent,Sweet,34
7399,Opium Eau de Parfum 2009,Yves Saint Laurent,Spicy,32
7399,Opium Eau de Parfum 2009,Yves Saint Laurent,Citrus,30
7399,Opium Eau de Parfum 2009,Yves Saint Laurent,Floral,29
7399,Opium Eau de Parfum 2009,Yves Saint Laurent,Woody,27
93,Opium (1977),Yves Saint Laurent,Resinous,100
93,Opium (1977),Yves Saint Laurent,Spicy,94
93,Opium (1977),Yves Saint Laurent,Sweet,63
93,Opium (1977),Yves Saint Laurent,Woody,39
93,Opium (1977),Yves Saint Laurent,Aromatic,35
93,Opium (1977),Yves Saint Laurent,Earthy/Smoky,32
45956,Y,Yves Saint Laurent,Aromatic,100
45956,Y,Yves Saint Laurent,Spicy,59
45956,Y,Yves Saint Laurent,Fresh,56
45956,Y,Yves Saint Laurent,Citrus,52
45956,Y,Yves Saint Laurent,Green,44
45956,Y,Yves Saint Laurent,Fruity,42
45956,Y,Yves Saint Laurent,Resinous,42
45956,Y,Yves Saint Laurent,Woody,39
45956,Y,Yves Saint Laurent,Musky,31
94983,MYSLF Le Parfum,Yves Saint Laurent,Sweet,100
94983,MYSLF Le Parfum,Yves Saint Laurent,Woody,66
94983,MYSLF Le Parfum,Yves Saint Laurent,Spicy,58
94983,MYSLF Le Parfum,Yves Saint Laurent,Floral,51
94983,MYSLF Le Parfum,Yves Saint Laurent,Citrus,33
94983,MYSLF Le Parfum,Yves Saint Laurent,Resinous,32
1574,Elle,Yves Saint Laurent,Woody,100
1574,Elle,Yves Saint Laurent,Floral,88
1574,Elle,Yves Saint Laurent,Spicy,68
1574,Elle,Yves Saint Laurent,Fresh,40
1574,Elle,Yves Saint Laurent,Earthy/Smoky,37
1574,Elle,Yves Saint Laurent,Aromatic,33
1574,Elle,Yves Saint Laurent,Musky,31
79243,Y Eau de Parfum Intense,Yves Saint Laurent,Woody,100
79243,Y Eau de Parfum Intense,Yves Saint Laurent,Aromatic,82
79243,Y Eau de Parfum Intense,Yves Saint Laurent,Spicy,67
79243,Y Eau de Parfum Intense,Yves Saint Laurent,Green,44
79243,Y Eau de Parfum Intense,Yves Saint Laurent,Citrus,40
79243,Y Eau de Parfum Intense,Yves Saint Laurent,Earthy/Smoky,39
79243,Y Eau de Parfum Intense,Yves Saint Laurent,Floral,36
78427,Black Opium Le Parfum,Yves Saint Laurent,Sweet,100
78427,Black Opium Le Parfum,Yves Saint Laurent,Spicy,55
78427,Black Opium Le Parfum,Yves Saint Laurent,Earthy/Smoky,31
78427,Black Opium Le Parfum,Yves Saint Laurent,Floral,28
78427,Black Opium Le Parfum,Yves Saint Laurent,Citrus,21
78427,Black Opium Le Parfum,Yves Saint Laurent,Resinous,21
78427,Black Opium Le Parfum,Yves Saint Laurent,Fruity,20
6493,Parisienne,Yves Saint Laurent,Floral,100
6493,Parisienne,Yves Saint Laurent,Sweet,47
6493,Parisienne,Yves Saint Laurent,Fruity,43
6493,Parisienne,Yves Saint Laurent,Aromatic,25
6493,Parisienne,Yves Saint Laurent,Fresh,22
6493,Parisienne,Yves Saint Laurent,Woody,21
6493,Parisienne,Yves Saint Laurent,Musky,21
66896,Gentle Night,Nonfiction,Woody,100
66896,Gentle Night,Nonfiction,Sweet,95
66896,Gentle Night,Nonfiction,Musky,78
66896,Gentle Night,Nonfiction,Fruity,43
66896,Gentle Night,Nonfiction,Green,40
66895,Santal Cream,Nonfiction,Spicy,100
66895,Santal Cream,Nonfiction,Sweet,78
66895,Santal Cream,Nonfiction,Woody,72
66895,Santal Cream,Nonfiction,Fruity,48
66895,Santal Cream,Nonfiction,Aromatic,44
66895,Santal Cream,Nonfiction,Citrus,34
66898,Gaiac Flower,Nonfiction,Sweet,100
66898,Gaiac Flower,Nonfiction,Resinous,90
66898,Gaiac Flower,Nonfiction,Woody,87
66898,Gaiac Flower,Nonfiction,Floral,76
66898,Gaiac Flower,Nonfiction,Spicy,68
66898,Gaiac Flower,Nonfiction,Fresh,66
66898,Gaiac Flower,Nonfiction,Green,51
66900,Forget Me Not,Nonfiction,Green,100
66900,Forget Me Not,Nonfiction,Spicy,50
66900,Forget Me Not,Nonfiction,Aromatic,39
66900,Forget Me Not,Nonfiction,Fresh,26
101250,The Beige,Nonfiction,Floral,100
101250,The Beige,Nonfiction,Sweet,65
101250,The Beige,Nonfiction,Musky,56
101250,The Beige,Nonfiction,Fresh,52
101250,The Beige,Nonfiction,Earthy/Smoky,38
84326,FOR REST,Nonfiction,Spicy,100
84326,FOR REST,Nonfiction,Floral,92
84326,FOR REST,Nonfiction,Woody,67
84326,FOR REST,Nonfiction,Aromatic,56
84326,FOR REST,Nonfiction,Resinous,56
84326,FOR REST,Nonfiction,Citrus,50
101249,The Grey,Nonfiction,Resinous,100
101249,The Grey,Nonfiction,Earthy/Smoky,86
101249,The Grey,Nonfiction,Spicy,83
101249,The Grey,Nonfiction,Floral,41
101249,The Grey,Nonfiction,Musky,41
101249,The Grey,Nonfiction,Fruity,39
101249,The Grey,Nonfiction,Woody,38
66902,In The Shower,Nonfiction,Woody,100
66902,In The Shower,Nonfiction,Spicy,30
66902,In The Shower,Nonfiction,Citrus,29
66902,In The Shower,Nonfiction,Earthy/Smoky,27
109994,IRIS CONCRETE,Nonfiction,Floral,100
109994,IRIS CONCRETE,Nonfiction,Green,47
109994,IRIS CONCRETE,Nonfiction,Sweet,45
109994,IRIS CONCRETE,Nonfiction,Woody,36
109994,IRIS CONCRETE,Nonfiction,Earthy/Smoky,35
109994,IRIS CONCRETE,Nonfiction,Aromatic,34
84324,NEROLI DREAM,Nonfiction,Floral,100
84324,NEROLI DREAM,Nonfiction,Citrus,73
84324,NEROLI DREAM,Nonfiction,Musky,55
84324,NEROLI DREAM,Nonfiction,Fresh,48
84324,NEROLI DREAM,Nonfiction,Aromatic,46
84324,NEROLI DREAM,Nonfiction,Sweet,44
83131,Open Arms,Nonfiction,Citrus,100
83131,Open Arms,Nonfiction,Fresh,57
83131,Open Arms,Nonfiction,Spicy,50
83131,Open Arms,Nonfiction,Aromatic,47
83131,Open Arms,Nonfiction,Floral,46
84325,SIMPLE GARDEN,Nonfiction,Citrus,100
84325,SIMPLE GARDEN,Nonfiction,Spicy,94
84325,SIMPLE GARDEN,Nonfiction,Aromatic,64
84325,SIMPLE GARDEN,Nonfiction,Woody,42
105937,Young Memories,Nonfiction,Green,100
105937,Young Memories,Nonfiction,Aromatic,71
105937,Young Memories,Nonfiction,Spicy,60
105937,Young Memories,Nonfiction,Woody,47
108141,THE ROSE,Nonfiction,Floral,100
108141,THE ROSE,Nonfiction,Musky,47
108141,THE ROSE,Nonfiction,Sweet,41
108141,THE ROSE,Nonfiction,Spicy,34
108141,THE ROSE,Nonfiction,Woody,34
108141,THE ROSE,Nonfiction,Aromatic,32
109995,BOIS d'YLANG,Nonfiction,Floral,100
109995,BOIS d'YLANG,Nonfiction,Woody,40
109995,BOIS d'YLANG,Nonfiction,Sweet,32
128493,Odorama Cities,Nonfiction,Floral,100
128493,Odorama Cities,Nonfiction,Spicy,97
128493,Odorama Cities,Nonfiction,Woody,92
128493,Odorama Cities,Nonfiction,Resinous,84
128493,Odorama Cities,Nonfiction,Sweet,51
128493,Odorama Cities,Nonfiction,Musky,40
128493,Odorama Cities,Nonfiction,Earthy/Smoky,40
6458,Bal d'Afrique,Byredo,Floral,100
6458,Bal d'Afrique,Byredo,Woody,73
6458,Bal d'Afrique,Byredo,Aromatic,69
6458,Bal d'Afrique,Byredo,Earthy/Smoky,59
6458,Bal d'Afrique,Byredo,Sweet,46
6458,Bal d'Afrique,Byredo,Fresh,38
6458,Bal d'Afrique,Byredo,Green,35
3575,Gypsy Water,Byredo,Spicy,100
3575,Gypsy Water,Byredo,Sweet,94
3575,Gypsy Water,Byredo,Resinous,88
3575,Gypsy Water,Byredo,Woody,79
3575,Gypsy Water,Byredo,Aromatic,71
3575,Gypsy Water,Byredo,Citrus,57
27040,Mojave Ghost,Byredo,Floral,100
27040,Mojave Ghost,Byredo,Woody,48
27040,Mojave Ghost,Byredo,Sweet,47
27040,Mojave Ghost,Byredo,Musky,38
27040,Mojave Ghost,Byredo,Fruity,34
27040,Mojave Ghost,Byredo,Resinous,29
27040,Mojave Ghost,Byredo,Citrus,27
6686,Blanche,Byredo,Floral,100
6686,Blanche,Byredo,Aromatic,61
6686,Blanche,Byredo,Fresh,41
6686,Blanche,Byredo,Musky,31
6686,Blanche,Byredo,Sweet,30
6686,Blanche,Byredo,Woody,22
43324,Bibliothèque,Byredo,Sweet,100
43324,Bibliothèque,Byredo,Woody,93
43324,Bibliothèque,Byredo,Floral,57
43324,Bibliothèque,Byredo,Fruity,52
43324,Bibliothèque,Byredo,Musky,29
8441,La Tulipe,Byredo,Floral,100
8441,La Tulipe,Byredo,Green,86
8441,La Tulipe,Byredo,Spicy,46
8441,La Tulipe,Byredo,Fruity,43
8441,La Tulipe,Byredo,Aromatic,43
31931,Rose Of No Man's Land,Byredo,Floral,100
31931,Rose Of No Man's Land,Byredo,Spicy,33
31931,Rose Of No Man's Land,Byredo,Woody,32
31931,Rose Of No Man's Land,Byredo,Resinous,30
16220,Black Saffron,Byredo,Woody,100
16220,Black Saffron,Byredo,Sweet,71
16220,Black Saffron,Byredo,Spicy,68
16220,Black Saffron,Byredo,Fruity,46
16220,Black Saffron,Byredo,Aromatic,40
16220,Black Saffron,Byredo,Musky,32
16220,Black Saffron,Byredo,Fresh,30
3576,Pulp,Byredo,Fruity,100
3576,Pulp,Byredo,Sweet,62
3576,Pulp,Byredo,Woody,53
3576,Pulp,Byredo,Floral,46
3576,Pulp,Byredo,Aromatic,42
65525,Mixed Emotions,Byredo,Woody,100
65525,Mixed Emotions,Byredo,Spicy,62
65525,Mixed Emotions,Byredo,Fresh,62
65525,Mixed Emotions,Byredo,Green,51
65525,Mixed Emotions,Byredo,Fruity,49
65525,Mixed Emotions,Byredo,Aromatic,40
65525,Mixed Emotions,Byredo,Earthy/Smoky,36
73438,Vanille Antique,Byredo,Sweet,100
73438,Vanille Antique,Byredo,Resinous,49
73438,Vanille Antique,Byredo,Woody,36
73438,Vanille Antique,Byredo,Musky,33
73438,Vanille Antique,Byredo,Fruity,26
54747,Sundazed,Byredo,Sweet,100
54747,Sundazed,Byredo,Citrus,89
54747,Sundazed,Byredo,Floral,54
54747,Sundazed,Byredo,Fresh,41
19247,1996 Inez & Vinoodh,Byredo,Woody,100
19247,1996 Inez & Vinoodh,Byredo,Aromatic,55
19247,1996 Inez & Vinoodh,Byredo,Spicy,47
19247,1996 Inez & Vinoodh,Byredo,Musky,40
19247,1996 Inez & Vinoodh,Byredo,Earthy/Smoky,29
19247,1996 Inez & Vinoodh,Byredo,Sweet,26
10759,Oud Immortel,Byredo,Woody,100
10759,Oud Immortel,Byredo,Resinous,39
10759,Oud Immortel,Byredo,Spicy,26
10759,Oud Immortel,Byredo,Citrus,24
10759,Oud Immortel,Byredo,Earthy/Smoky,21
10759,Oud Immortel,Byredo,Fresh,19
50934,Eleventh Hour,Byredo,Fruity,100
50934,Eleventh Hour,Byredo,Sweet,85
50934,Eleventh Hour,Byredo,Woody,71
50934,Eleventh Hour,Byredo,Resinous,51
50934,Eleventh Hour,Byredo,Musky,42
50934,Eleventh Hour,Byredo,Spicy,33
50934,Eleventh Hour,Byredo,Citrus,33
17798,Inflorescence,Byredo,Floral,100
17798,Inflorescence,Byredo,Fresh,33
17798,Inflorescence,Byredo,Green,27
17798,Inflorescence,Byredo,Citrus,21
85157,Animalique,Byredo,Floral,100
85157,Animalique,Byredo,Sweet,87
85157,Animalique,Byredo,Woody,45
85157,Animalique,Byredo,Musky,37
85157,Animalique,Byredo,Earthy/Smoky,35
85157,Animalique,Byredo,Resinous,34
57007,Slow Dance,Byredo,Resinous,100
57007,Slow Dance,Byredo,Sweet,98
57007,Slow Dance,Byredo,Woody,75
57007,Slow Dance,Byredo,Spicy,35
57007,Slow Dance,Byredo,Floral,26
63031,Tobacco Mandarin,Byredo,Woody,100
63031,Tobacco Mandarin,Byredo,Spicy,50
63031,Tobacco Mandarin,Byredo,Earthy/Smoky,48
63031,Tobacco Mandarin,Byredo,Resinous,44
63031,Tobacco Mandarin,Byredo,Citrus,37
63031,Tobacco Mandarin,Byredo,Sweet,35
63031,Tobacco Mandarin,Byredo,Musky,33
63031,Tobacco Mandarin,Byredo,Aromatic,27
76339,Eyes Closed,Byredo,Spicy,100
76339,Eyes Closed,Byredo,Sweet,28
76339,Eyes Closed,Byredo,Floral,24
76339,Eyes Closed,Byredo,Earthy/Smoky,21
76339,Eyes Closed,Byredo,Woody,21
76339,Eyes Closed,Byredo,Fresh,17
72693,De Los Santos,Byredo,Spicy,100
72693,De Los Santos,Byredo,Sweet,99
72693,De Los Santos,Byredo,Resinous,85
72693,De Los Santos,Byredo,Musky,84
72693,De Los Santos,Byredo,Aromatic,82
72693,De Los Santos,Byredo,Green,70
72693,De Los Santos,Byredo,Floral,58
72693,De Los Santos,Byredo,Fruity,44
108421,Bal d'Afrique Absolu,Byredo,Sweet,100
108421,Bal d'Afrique Absolu,Byredo,Musky,93
108421,Bal d'Afrique Absolu,Byredo,Citrus,76
108421,Bal d'Afrique Absolu,Byredo,Woody,58
108421,Bal d'Afrique Absolu,Byredo,Resinous,55
108421,Bal d'Afrique Absolu,Byredo,Aromatic,54
108421,Bal d'Afrique Absolu,Byredo,Fruity,50
108421,Bal d'Afrique Absolu,Byredo,Spicy,39
35530,Super Cedar,Byredo,Woody,100
