향수ID,향수명,브랜드명,어코드명,비율
27431,Stars,Jimmy Choo,Woody,99
27431,Stars,Jimmy Choo,Citrus,50
27431,Stars,Jimmy Choo,Spicy,40
27431,Stars,Jimmy Choo,Earthy/Smoky,33
27431,Stars,Jimmy Choo,Resinous,32
27431,Stars,Jimmy Choo,Floral,30
68360,Urban Hero Gold Edition,Jimmy Choo,Sweet,100
68360,Urban Hero Gold Edition,Jimmy Choo,Fruity,88
68360,Urban Hero Gold Edition,Jimmy Choo,Woody,70
68360,Urban Hero Gold Edition,Jimmy Choo,Citrus,48
68360,Urban Hero Gold Edition,Jimmy Choo,Floral,40
68360,Urban Hero Gold Edition,Jimmy Choo,Aromatic,38
68360,Urban Hero Gold Edition,Jimmy Choo,Resinous,33
72,Flower by Kenzo,Kenzo,Floral,100
72,Flower by Kenzo,Kenzo,Sweet,93
72,Flower by Kenzo,Kenzo,Resinous,52
72,Flower by Kenzo,Kenzo,Musky,27
72,Flower by Kenzo,Kenzo,Earthy/Smoky,20
70,Jungle L'Elephant,Kenzo,Spicy,100
70,Jungle L'Elephant,Kenzo,Sweet,53
70,Jungle L'Elephant,Kenzo,Aromatic,26
664,Amour,Kenzo,Sweet,100
664,Amour,Kenzo,Resinous,32
664,Amour,Kenzo,Floral,28
664,Amour,Kenzo,Aromatic,19
664,Amour,Kenzo,Fruity,17
664,Amour,Kenzo,Musky,17
78,L'Eau par Kenzo,Kenzo,Fresh,100
78,L'Eau par Kenzo,Kenzo,Green,94
78,L'Eau par Kenzo,Kenzo,Floral,79
78,L'Eau par Kenzo,Kenzo,Spicy,47
78,L'Eau par Kenzo,Kenzo,Woody,46
78,L'Eau par Kenzo,Kenzo,Aromatic,40
78,L'Eau par Kenzo,Kenzo,Sweet,39
78,L'Eau par Kenzo,Kenzo,Musky,35
67899,Homme Eau de Toilette Intense,Kenzo,Woody,100
67899,Homme Eau de Toilette Intense,Kenzo,Fresh,83
67899,Homme Eau de Toilette Intense,Kenzo,Spicy,40
67899,Homme Eau de Toilette Intense,Kenzo,Aromatic,39
67899,Homme Eau de Toilette Intense,Kenzo,Fruity,34
67899,Homme Eau de Toilette Intense,Kenzo,Sweet,31
73225,Homme Eau de Parfum,Kenzo,Woody,100
73225,Homme Eau de Parfum,Kenzo,Fresh,90
73225,Homme Eau de Parfum,Kenzo,Aromatic,31
73225,Homme Eau de Parfum,Kenzo,Musky,26
73225,Homme Eau de Parfum,Kenzo,Spicy,24
73225,Homme Eau de Parfum,Kenzo,Earthy/Smoky,22
77,pour Homme,Kenzo,Woody,100
77,pour Homme,Kenzo,Aromatic,67
77,pour Homme,Kenzo,Spicy,42
77,pour Homme,Kenzo,Fresh,38
77,pour Homme,Kenzo,Sweet,33
79,L'Eau par Kenzo pour Homme,Kenzo,Fresh,100
79,L'Eau par Kenzo pour Homme,Kenzo,Citrus,75
79,L'Eau par Kenzo pour Homme,Kenzo,Green,74
79,L'Eau par Kenzo pour Homme,Kenzo,Aromatic,47
79,L'Eau par Kenzo pour Homme,Kenzo,Floral,44
79,L'Eau par Kenzo pour Homme,Kenzo,Spicy,41
79,L'Eau par Kenzo pour Homme,Kenzo,Musky,34
40278,World,Kenzo,Floral,100
40278,World,Kenzo,Fruity,42
40278,World,Kenzo,Fresh,41
40278,World,Kenzo,Resinous,39
40278,World,Kenzo,Musky,30
40278,World,Kenzo,Sweet,24
31539,Flower by Kenzo L'Elixir,Kenzo,Sweet,100
31539,Flower by Kenzo L'Elixir,Kenzo,Fruity,30
31539,Flower by Kenzo L'Elixir,Kenzo,Floral,24
31539,Flower by Kenzo L'Elixir,Kenzo,Citrus,20
1469,Le Monde Est Beau,Kenzo,Floral,100
1469,Le Monde Est Beau,Kenzo,Green,90
1469,Le Monde Est Beau,Kenzo,Fruity,79
1469,Le Monde Est Beau,Kenzo,Aromatic,61
1469,Le Monde Est Beau,Kenzo,Spicy,60
1469,Le Monde Est Beau,Kenzo,Citrus,55
1469,Le Monde Est Beau,Kenzo,Woody,54
1469,Le Monde Est Beau,Kenzo,Fresh,35
80042,Homme Marine,Kenzo,Fresh,100
80042,Homme Marine,Kenzo,Sweet,62
80042,Homme Marine,Kenzo,Woody,48
80042,Homme Marine,Kenzo,Floral,44
80042,Homme Marine,Kenzo,Aromatic,36
80042,Homme Marine,Kenzo,Musky,28
80042,Homme Marine,Kenzo,Spicy,23
80,Parfum d'Ete 2002,Kenzo,Floral,100
80,Parfum d'Ete 2002,Kenzo,Green,47
80,Parfum d'Ete 2002,Kenzo,Fresh,32
80,Parfum d'Ete 2002,Kenzo,Spicy,21
71,Jungle Homme,Kenzo,Spicy,100
71,Jungle Homme,Kenzo,Woody,39
71,Jungle Homme,Kenzo,Citrus,33
71,Jungle Homme,Kenzo,Aromatic,31
71,Jungle Homme,Kenzo,Resinous,22
71,Jungle Homme,Kenzo,Sweet,21
71,Jungle Homme,Kenzo,Floral,19
435,Jungle le Tigre,Kenzo,Spicy,100
435,Jungle le Tigre,Kenzo,Citrus,86
435,Jungle le Tigre,Kenzo,Floral,84
435,Jungle le Tigre,Kenzo,Sweet,47
435,Jungle le Tigre,Kenzo,Resinous,46
435,Jungle le Tigre,Kenzo,Fruity,46
55408,World Power,Kenzo,Sweet,100
55408,World Power,Kenzo,Fresh,96
55408,World Power,Kenzo,Spicy,65
55408,World Power,Kenzo,Aromatic,63
55408,World Power,Kenzo,Woody,53
55408,World Power,Kenzo,Resinous,47
76,Summer by Kenzo,Kenzo,Floral,100
76,Summer by Kenzo,Kenzo,Sweet,87
76,Summer by Kenzo,Kenzo,Citrus,27
76,Summer by Kenzo,Kenzo,Fresh,23
76,Summer by Kenzo,Kenzo,Woody,21
76,Summer by Kenzo,Kenzo,Musky,20
3602,Power,Kenzo,Spicy,100
3602,Power,Kenzo,Sweet,58
3602,Power,Kenzo,Floral,54
3602,Power,Kenzo,Aromatic,51
3602,Power,Kenzo,Resinous,46
3602,Power,Kenzo,Citrus,36
3602,Power,Kenzo,Woody,34
2273,Amour Indian Holi,Kenzo,Sweet,100
2273,Amour Indian Holi,Kenzo,Floral,45
2273,Amour Indian Holi,Kenzo,Resinous,42
2273,Amour Indian Holi,Kenzo,Fresh,29
2273,Amour Indian Holi,Kenzo,Fruity,27
2273,Amour Indian Holi,Kenzo,Musky,22
25866,Jeu d'Amour,Kenzo,Floral,100
25866,Jeu d'Amour,Kenzo,Musky,43
25866,Jeu d'Amour,Kenzo,Woody,36
25866,Jeu d'Amour,Kenzo,Green,24
25866,Jeu d'Amour,Kenzo,Sweet,23
25866,Jeu d'Amour,Kenzo,Citrus,21
25866,Jeu d'Amour,Kenzo,Fruity,21
3402,Parfum d'Ete 1992,Kenzo,Floral,100
3402,Parfum d'Ete 1992,Kenzo,Green,36
3402,Parfum d'Ete 1992,Kenzo,Fresh,24
3402,Parfum d'Ete 1992,Kenzo,Woody,24
3402,Parfum d'Ete 1992,Kenzo,Sweet,19
3402,Parfum d'Ete 1992,Kenzo,Earthy/Smoky,18
2252,Ça Sent Beau,Kenzo,Floral,100
2252,Ça Sent Beau,Kenzo,Woody,48
2252,Ça Sent Beau,Kenzo,Citrus,31
2252,Ça Sent Beau,Kenzo,Aromatic,28
2252,Ça Sent Beau,Kenzo,Sweet,25
2252,Ça Sent Beau,Kenzo,Musky,24
48156,World Eau de Toilette,Kenzo,Floral,100
48156,World Eau de Toilette,Kenzo,Sweet,60
48156,World Eau de Toilette,Kenzo,Fresh,32
48156,World Eau de Toilette,Kenzo,Musky,27
48156,World Eau de Toilette,Kenzo,Woody,26
48156,World Eau de Toilette,Kenzo,Fruity,25
58624,Flower by Kenzo Poppy Bouquet Eau de Parfum,Kenzo,Floral,100
58624,Flower by Kenzo Poppy Bouquet Eau de Parfum,Kenzo,Sweet,68
58624,Flower by Kenzo Poppy Bouquet Eau de Parfum,Kenzo,Fruity,44
58624,Flower by Kenzo Poppy Bouquet Eau de Parfum,Kenzo,Woody,40
58624,Flower by Kenzo Poppy Bouquet Eau de Parfum,Kenzo,Fresh,33
58624,Flower by Kenzo Poppy Bouquet Eau de Parfum,Kenzo,Green,30
58624,Flower by Kenzo Poppy Bouquet Eau de Parfum,Kenzo,Musky,26
4696,Amour Le Parfum,Kenzo,Resinous,100
4696,Amour Le Parfum,Kenzo,Sweet,42
4696,Amour Le Parfum,Kenzo,Spicy,37
4696,Amour Le Parfum,Kenzo,Earthy/Smoky,34
1198,Polo Blue,Ralph Lauren,Fresh,100
1198,Polo Blue,Ralph Lauren,Green,50
1198,Polo Blue,Ralph Lauren,Aromatic,29
1198,Polo Blue,Ralph Lauren,Spicy,27
1198,Polo Blue,Ralph Lauren,Musky,26
1198,Polo Blue,Ralph Lauren,Citrus,21
1198,Polo Blue,Ralph Lauren,Woody,20
890,Polo,Ralph Lauren,Woody,100
890,Polo,Ralph Lauren,Earthy/Smoky,54
890,Polo,Ralph Lauren,Aromatic,48
890,Polo,Ralph Lauren,Green,48
890,Polo,Ralph Lauren,Spicy,34
890,Polo,Ralph Lauren,Sweet,23
826,Ralph,Ralph Lauren,Floral,100
826,Ralph,Ralph Lauren,Fruity,93
826,Ralph,Ralph Lauren,Citrus,65
826,Ralph,Ralph Lauren,Fresh,59
826,Ralph,Ralph Lauren,Green,55
825,Romance,Ralph Lauren,Floral,100
825,Romance,Ralph Lauren,Citrus,27
825,Romance,Ralph Lauren,Spicy,26
825,Romance,Ralph Lauren,Green,25
825,Romance,Ralph Lauren,Woody,24
825,Romance,Ralph Lauren,Musky,24
825,Romance,Ralph Lauren,Sweet,23
825,Romance,Ralph Lauren,Fresh,23
18598,Polo Red,Ralph Lauren,Spicy,100
18598,Polo Red,Ralph Lauren,Citrus,55
18598,Polo Red,Ralph Lauren,Fruity,46
18598,Polo Red,Ralph Lauren,Resinous,43
18598,Polo Red,Ralph Lauren,Earthy/Smoky,37
18598,Polo Red,Ralph Lauren,Woody,36
18598,Polo Red,Ralph Lauren,Aromatic,35
1197,Polo Black,Ralph Lauren,Fruity,100
1197,Polo Black,Ralph Lauren,Woody,77
1197,Polo Black,Ralph Lauren,Sweet,71
1197,Polo Black,Ralph Lauren,Citrus,42
1197,Polo Black,Ralph Lauren,Aromatic,39
1197,Polo Black,Ralph Lauren,Spicy,33
1197,Polo Black,Ralph Lauren,Green,26
897,Safari,Ralph Lauren,Green,100
897,Safari,Ralph Lauren,Aromatic,71
897,Safari,Ralph Lauren,Woody,57
897,Safari,Ralph Lauren,Spicy,47
897,Safari,Ralph Lauren,Resinous,46
897,Safari,Ralph Lauren,Floral,43
897,Safari,Ralph Lauren,Earthy/Smoky,38
897,Safari,Ralph Lauren,Sweet,35
897,Safari,Ralph Lauren,Citrus,34
38051,Polo Blue Eau de Parfum,Ralph Lauren,Woody,100
38051,Polo Blue Eau de Parfum,Ralph Lauren,Fresh,97
38051,Polo Blue Eau de Parfum,Ralph Lauren,Aromatic,86
38051,Polo Blue Eau de Parfum,Ralph Lauren,Citrus,56
38051,Polo Blue Eau de Parfum,Ralph Lauren,Spicy,51
38051,Polo Blue Eau de Parfum,Ralph Lauren,Earthy/Smoky,41
38051,Polo Blue Eau de Parfum,Ralph Lauren,Green,40
38051,Polo Blue Eau de Parfum,Ralph Lauren,Sweet,39
90347,Polo 67,Ralph Lauren,Fruity,100
90347,Polo 67,Ralph Lauren,Aromatic,88
90347,Polo 67,Ralph Lauren,Citrus,74
90347,Polo 67,Ralph Lauren,Woody,61
90347,Polo 67,Ralph Lauren,Spicy,54
90347,Polo 67,Ralph Lauren,Sweet,51
90347,Polo 67,Ralph Lauren,Fresh,43
90347,Polo 67,Ralph Lauren,Earthy/Smoky,43
90347,Polo 67,Ralph Lauren,Green,42
894,Polo Sport,Ralph Lauren,Aromatic,100
894,Polo Sport,Ralph Lauren,Green,73
894,Polo Sport,Ralph Lauren,Fresh,72
894,Polo Sport,Ralph Lauren,Spicy,56
894,Polo Sport,Ralph Lauren,Citrus,54
894,Polo Sport,Ralph Lauren,Woody,37
894,Polo Sport,Ralph Lauren,Floral,34
45741,Woman by Ralph Lauren,Ralph Lauren,Floral,100
45741,Woman by Ralph Lauren,Ralph Lauren,Sweet,66
45741,Woman by Ralph Lauren,Ralph Lauren,Fruity,51
45741,Woman by Ralph Lauren,Ralph Lauren,Woody,47
45741,Woman by Ralph Lauren,Ralph Lauren,Green,33
45741,Woman by Ralph Lauren,Ralph Lauren,Musky,30
45741,Woman by Ralph Lauren,Ralph Lauren,Citrus,26
45741,Woman by Ralph Lauren,Ralph Lauren,Aromatic,25
68282,Ralph's Club,Ralph Lauren,Aromatic,100
68282,Ralph's Club,Ralph Lauren,Woody,75
68282,Ralph's Club,Ralph Lauren,Floral,72
68282,Ralph's Club,Ralph Lauren,Spicy,52
68282,Ralph's Club,Ralph Lauren,Earthy/Smoky,45
896,Safari for Men,Ralph Lauren,Woody,100
896,Safari for Men,Ralph Lauren,Spicy,65
896,Safari for Men,Ralph Lauren,Floral,63
896,Safari for Men,Ralph Lauren,Aromatic,52
896,Safari for Men,Ralph Lauren,Citrus,35
896,Safari for Men,Ralph Lauren,Green,33
75684,Ralph's Club Parfum,Ralph Lauren,Woody,100
75684,Ralph's Club Parfum,Ralph Lauren,Spicy,89
75684,Ralph's Club Parfum,Ralph Lauren,Floral,87
75684,Ralph's Club Parfum,Ralph Lauren,Aromatic,79
75684,Ralph's Club Parfum,Ralph Lauren,Citrus,43
75684,Ralph's Club Parfum,Ralph Lauren,Fruity,41
75684,Ralph's Club Parfum,Ralph Lauren,Earthy/Smoky,37
59650,Polo Deep Blue Parfum,Ralph Lauren,Fruity,100
59650,Polo Deep Blue Parfum,Ralph Lauren,Aromatic,93
59650,Polo Deep Blue Parfum,Ralph Lauren,Spicy,67
59650,Polo Deep Blue Parfum,Ralph Lauren,Woody,65
59650,Polo Deep Blue Parfum,Ralph Lauren,Citrus,61
59650,Polo Deep Blue Parfum,Ralph Lauren,Fresh,57
59650,Polo Deep Blue Parfum,Ralph Lauren,Musky,53
59650,Polo Deep Blue Parfum,Ralph Lauren,Resinous,50
59650,Polo Deep Blue Parfum,Ralph Lauren,Sweet,46
43386,Polo Red Extreme,Ralph Lauren,Spicy,100
43386,Polo Red Extreme,Ralph Lauren,Earthy/Smoky,78
43386,Polo Red Extreme,Ralph Lauren,Citrus,71
43386,Polo Red Extreme,Ralph Lauren,Woody,62
891,Lauren,Ralph Lauren,Floral,100
891,Lauren,Ralph Lauren,Woody,75
891,Lauren,Ralph Lauren,Spicy,60
891,Lauren,Ralph Lauren,Green,51
891,Lauren,Ralph Lauren,Fresh,42
891,Lauren,Ralph Lauren,Aromatic,39
891,Lauren,Ralph Lauren,Earthy/Smoky,29
73299,Polo Blue Parfum,Ralph Lauren,Spicy,100
73299,Polo Blue Parfum,Ralph Lauren,Woody,84
73299,Polo Blue Parfum,Ralph Lauren,Aromatic,55
73299,Polo Blue Parfum,Ralph Lauren,Citrus,37
73299,Polo Blue Parfum,Ralph Lauren,Earthy/Smoky,33
73299,Polo Blue Parfum,Ralph Lauren,Floral,32
73299,Polo Blue Parfum,Ralph Lauren,Resinous,30
1900,Blue,Ralph Lauren,Floral,100
1900,Blue,Ralph Lauren,Fresh,33
1900,Blue,Ralph Lauren,Citrus,30
1900,Blue,Ralph Lauren,Green,28
1900,Blue,Ralph Lauren,Woody,28
1199,Polo Double Black,Ralph Lauren,Spicy,100
1199,Polo Double Black,Ralph Lauren,Fruity,71
1199,Polo Double Black,Ralph Lauren,Woody,36
1199,Polo Double Black,Ralph Lauren,Earthy/Smoky,36
1199,Polo Double Black,Ralph Lauren,Aromatic,34
1199,Polo Double Black,Ralph Lauren,Sweet,29
56098,Beyond Romance,Ralph Lauren,Sweet,100
56098,Beyond Romance,Ralph Lauren,Floral,70
56098,Beyond Romance,Ralph Lauren,Fruity,40
56098,Beyond Romance,Ralph Lauren,Musky,34
56098,Beyond Romance,Ralph Lauren,Citrus,27
56098,Beyond Romance,Ralph Lauren,Woody,23
108016,Ralph's Club New York,Ralph Lauren,Spicy,100
108016,Ralph's Club New York,Ralph Lauren,Sweet,89
108016,Ralph's Club New York,Ralph Lauren,Floral,80
108016,Ralph's Club New York,Ralph Lauren,Woody,67
108016,Ralph's Club New York,Ralph Lauren,Aromatic,66
108016,Ralph's Club New York,Ralph Lauren,Fruity,56
108016,Ralph's Club New York,Ralph Lauren,Citrus,50
66411,Polo Cologne Intense Eau de Parfum,Ralph Lauren,Aromatic,100
66411,Polo Cologne Intense Eau de Parfum,Ralph Lauren,Woody,95
66411,Polo Cologne Intense Eau de Parfum,Ralph Lauren,Spicy,75
66411,Polo Cologne Intense Eau de Parfum,Ralph Lauren,Green,74
66411,Polo Cologne Intense Eau de Parfum,Ralph Lauren,Resinous,49
66411,Polo Cologne Intense Eau de Parfum,Ralph Lauren,Citrus,48
66411,Polo Cologne Intense Eau de Parfum,Ralph Lauren,Earthy/Smoky,45
84032,Ralph's Club Elixir,Ralph Lauren,Spicy,100
84032,Ralph's Club Elixir,Ralph Lauren,Floral,85
84032,Ralph's Club Elixir,Ralph Lauren,Woody,81
84032,Ralph's Club Elixir,Ralph Lauren,Aromatic,60
84032,Ralph's Club Elixir,Ralph Lauren,Resinous,36
84032,Ralph's Club Elixir,Ralph Lauren,Sweet,35
84032,Ralph's Club Elixir,Ralph Lauren,Citrus,34
46623,Artisan Pure,John Varvatos,Citrus,100
46623,Artisan Pure,John Varvatos,Aromatic,58
46623,Artisan Pure,John Varvatos,Spicy,58
46623,Artisan Pure,John Varvatos,Green,45
46623,Artisan Pure,John Varvatos,Woody,43
2356,Vintage,John Varvatos,Spicy,100
2356,Vintage,John Varvatos,Woody,91
2356,Vintage,John Varvatos,Aromatic,66
2356,Vintage,John Varvatos,Sweet,54
2356,Vintage,John Varvatos,Earthy/Smoky,46
2356,Vintage,John Varvatos,Green,44
2356,Vintage,John Varvatos,Fruity,42
2356,Vintage,John Varvatos,Fresh,36
5534,Artisan,John Varvatos,Citrus,100
5534,Artisan,John Varvatos,Floral,66
5534,Artisan,John Varvatos,Sweet,59
5534,Artisan,John Varvatos,Spicy,57
5534,Artisan,John Varvatos,Aromatic,48
5534,Artisan,John Varvatos,Fruity,47
5534,Artisan,John Varvatos,Green,47
31760,Dark Rebel,John Varvatos,Woody,100
31760,Dark Rebel,John Varvatos,Earthy/Smoky,67
31760,Dark Rebel,John Varvatos,Spicy,67
31760,Dark Rebel,John Varvatos,Sweet,41
31760,Dark Rebel,John Varvatos,Aromatic,35
31760,Dark Rebel,John Varvatos,Fruity,33
31760,Dark Rebel,John Varvatos,Musky,29
2355,John Varvatos John Varvatos for men,John Varvatos,Woody,100
2355,John Varvatos John Varvatos for men,John Varvatos,Spicy,69
2355,John Varvatos John Varvatos for men,John Varvatos,Resinous,58
2355,John Varvatos John Varvatos for men,John Varvatos,Musky,48
2355,John Varvatos John Varvatos for men,John Varvatos,Sweet,45
2355,John Varvatos John Varvatos for men,John Varvatos,Green,36
2355,John Varvatos John Varvatos for men,John Varvatos,Earthy/Smoky,35
35456,Artisan Blu,John Varvatos,Green,100
35456,Artisan Blu,John Varvatos,Aromatic,82
35456,Artisan Blu,John Varvatos,Spicy,75
35456,Artisan Blu,John Varvatos,Citrus,66
35456,Artisan Blu,John Varvatos,Woody,62
35456,Artisan Blu,John Varvatos,Fresh,44
35456,Artisan Blu,John Varvatos,Floral,39
39982,Dark Rebel Rider,John Varvatos,Woody,100
39982,Dark Rebel Rider,John Varvatos,Resinous,84
39982,Dark Rebel Rider,John Varvatos,Spicy,64
39982,Dark Rebel Rider,John Varvatos,Sweet,62
39982,Dark Rebel Rider,John Varvatos,Musky,31
39982,Dark Rebel Rider,John Varvatos,Earthy/Smoky,26
2144,John Varvatos John Varvatos for women,John Varvatos,Woody,100
2144,John Varvatos John Varvatos for women,John Varvatos,Sweet,87
2144,John Varvatos John Varvatos for women,John Varvatos,Floral,68
2144,John Varvatos John Varvatos for women,John Varvatos,Fruity,60
2144,John Varvatos John Varvatos for women,John Varvatos,Earthy/Smoky,34
2144,John Varvatos John Varvatos for women,John Varvatos,Spicy,30
27493,Oud,John Varvatos,Resinous,100
27493,Oud,John Varvatos,Spicy,94
27493,Oud,John Varvatos,Woody,70
27493,Oud,John Varvatos,Earthy/Smoky,67
27493,Oud,John Varvatos,Aromatic,38
27493,Oud,John Varvatos,Sweet,33
8339,Artisan Black,John Varvatos,Citrus,100
8339,Artisan Black,John Varvatos,Woody,100
8339,Artisan Black,John Varvatos,Floral,56
8339,Artisan Black,John Varvatos,Aromatic,50
8339,Artisan Black,John Varvatos,Spicy,49
8339,Artisan Black,John Varvatos,Fruity,45
73336,XX Artisan Teal,John Varvatos,Fresh,100
73336,XX Artisan Teal,John Varvatos,Woody,29
73336,XX Artisan Teal,John Varvatos,Citrus,28
73336,XX Artisan Teal,John Varvatos,Aromatic,27
73336,XX Artisan Teal,John Varvatos,Musky,26
73336,XX Artisan Teal,John Varvatos,Floral,24
73336,XX Artisan Teal,John Varvatos,Spicy,19
22068,Artisan Acqua,John Varvatos,Spicy,100
22068,Artisan Acqua,John Varvatos,Green,89
22068,Artisan Acqua,John Varvatos,Aromatic,76
22068,Artisan Acqua,John Varvatos,Citrus,56
22068,Artisan Acqua,John Varvatos,Woody,41
22068,Artisan Acqua,John Varvatos,Resinous,36
22068,Artisan Acqua,John Varvatos,Floral,35
22068,Artisan Acqua,John Varvatos,Musky,35
62838,XX,John Varvatos,Sweet,100
62838,XX,John Varvatos,Woody,87
62838,XX,John Varvatos,Floral,86
62838,XX,John Varvatos,Spicy,81
62838,XX,John Varvatos,Fruity,77
62838,XX,John Varvatos,Earthy/Smoky,56
62838,XX,John Varvatos,Aromatic,56
62838,XX,John Varvatos,Fresh,38
63479,XX Artisan,John Varvatos,Aromatic,100
63479,XX Artisan,John Varvatos,Citrus,100
63479,XX Artisan,John Varvatos,Spicy,98
63479,XX Artisan,John Varvatos,Woody,95
63479,XX Artisan,John Varvatos,Earthy/Smoky,58
63479,XX Artisan,John Varvatos,Green,50
63479,XX Artisan,John Varvatos,Musky,48
63479,XX Artisan,John Varvatos,Sweet,47
51718,JV x NJ Crimson,John Varvatos,Woody,100
51718,JV x NJ Crimson,John Varvatos,Fruity,71
51718,JV x NJ Crimson,John Varvatos,Spicy,63
51718,JV x NJ Crimson,John Varvatos,Resinous,54
51718,JV x NJ Crimson,John Varvatos,Musky,49
51718,JV x NJ Crimson,John Varvatos,Earthy/Smoky,39
51718,JV x NJ Crimson,John Varvatos,Sweet,39
51718,JV x NJ Crimson,John Varvatos,Aromatic,38
51057,JV x NJ,John Varvatos,Spicy,100
51057,JV x NJ,John Varvatos,Green,96
51057,JV x NJ,John Varvatos,Fresh,94
51057,JV x NJ,John Varvatos,Aromatic,81
51057,JV x NJ,John Varvatos,Woody,69
51057,JV x NJ,John Varvatos,Citrus,60
51057,JV x NJ,John Varvatos,Floral,48
18679,Platinum Edition,John Varvatos,Woody,100
18679,Platinum Edition,John Varvatos,Spicy,75
18679,Platinum Edition,John Varvatos,Resinous,51
18679,Platinum Edition,John Varvatos,Aromatic,49
18679,Platinum Edition,John Varvatos,Earthy/Smoky,38
18679,Platinum Edition,John Varvatos,Citrus,35
18679,Platinum Edition,John Varvatos,Green,33
18679,Platinum Edition,John Varvatos,Musky,31
68662,XX Indigo,John Varvatos,Spicy,100
68662,XX Indigo,John Varvatos,Aromatic,55
68662,XX Indigo,John Varvatos,Green,36
68662,XX Indigo,John Varvatos,Woody,28
68662,XX Indigo,John Varvatos,Musky,27
68662,XX Indigo,John Varvatos,Citrus,27
68662,XX Indigo,John Varvatos,Earthy/Smoky,25
68662,XX Indigo,John Varvatos,Floral,25
90689,XX Intense,John Varvatos,Spicy,100
90689,XX Intense,John Varvatos,Aromatic,52
90689,XX Intense,John Varvatos,Citrus,49
90689,XX Intense,John Varvatos,Floral,43
90689,XX Intense,John Varvatos,Earthy/Smoky,39
90689,XX Intense,John Varvatos,Woody,38
90689,XX Intense,John Varvatos,Sweet,34
90689,XX Intense,John Varvatos,Green,32
90689,XX Intense,John Varvatos,Resinous,29
12965,Star USA,John Varvatos,Spicy,100
12965,Star USA,John Varvatos,Woody,79
12965,Star USA,John Varvatos,Aromatic,75
12965,Star USA,John Varvatos,Citrus,61
12965,Star USA,John Varvatos,Fresh,48
12965,Star USA,John Varvatos,Green,37
12965,Star USA,John Varvatos,Fruity,37
57533,JV x NJ Silver,John Varvatos,Green,100
57533,JV x NJ Silver,John Varvatos,Spicy,96
57533,JV x NJ Silver,John Varvatos,Fresh,88
57533,JV x NJ Silver,John Varvatos,Citrus,75
57533,JV x NJ Silver,John Varvatos,Aromatic,75
57533,JV x NJ Silver,John Varvatos,Woody,67
57533,JV x NJ Silver,John Varvatos,Sweet,54
57533,JV x NJ Silver,John Varvatos,Musky,52
113867,Artisan Forest,John Varvatos,Fresh,100
113867,Artisan Forest,John Varvatos,Aromatic,88
113867,Artisan Forest,John Varvatos,Woody,81
113867,Artisan Forest,John Varvatos,Green,80
113867,Artisan Forest,John Varvatos,Citrus,63
113867,Artisan Forest,John Varvatos,Sweet,60
113867,Artisan Forest,John Varvatos,Fruity,51
113867,Artisan Forest,John Varvatos,Spicy,47
113867,Artisan Forest,John Varvatos,Resinous,46
6409,Rock Volume One,John Varvatos,Floral,100
6409,Rock Volume One,John Varvatos,Aromatic,89
6409,Rock Volume One,John Varvatos,Spicy,80
6409,Rock Volume One,John Varvatos,Woody,67
6409,Rock Volume One,John Varvatos,Fresh,58
6409,Rock Volume One,John Varvatos,Earthy/Smoky,52
6409,Rock Volume One,John Varvatos,Sweet,46
114653,XX Elixir,John Varvatos,Woody,100
114653,XX Elixir,John Varvatos,Sweet,99
114653,XX Elixir,John Varvatos,Spicy,55
114653,XX Elixir,John Varvatos,Aromatic,55
114653,XX Elixir,John Varvatos,Fruity,40
114653,XX Elixir,John Varvatos,Citrus,34
114653,XX Elixir,John Varvatos,Floral,33
10231,10th Anniversary Special Edition,John Varvatos,Woody,100
10231,10th Anniversary Special Edition,John Varvatos,Resinous,64
10231,10th Anniversary Special Edition,John Varvatos,Spicy,57
10231,10th Anniversary Special Edition,John Varvatos,Citrus,33
10231,10th Anniversary Special Edition,John Varvatos,Earthy/Smoky,26
10231,10th Anniversary Special Edition,John Varvatos,Aromatic,23
1361,Daisy,Marc Jacobs,Floral,100
1361,Daisy,Marc Jacobs,Fresh,97
1361,Daisy,Marc Jacobs,Sweet,81
1361,Daisy,Marc Jacobs,Citrus,44
1361,Daisy,Marc Jacobs,Fruity,38
1361,Daisy,Marc Jacobs,Woody,33
1361,Daisy,Marc Jacobs,Musky,33
31226,Decadence,Marc Jacobs,Woody,100
31226,Decadence,Marc Jacobs,Floral,87
31226,Decadence,Marc Jacobs,Sweet,82
31226,Decadence,Marc Jacobs,Fruity,62
31226,Decadence,Marc Jacobs,Earthy/Smoky,53
31226,Decadence,Marc Jacobs,Spicy,39
31226,Decadence,Marc Jacobs,Aromatic,39
10858,Daisy Eau So Fresh,Marc Jacobs,Floral,100
10858,Daisy Eau So Fresh,Marc Jacobs,Sweet,77
10858,Daisy Eau So Fresh,Marc Jacobs,Fruity,64
10858,Daisy Eau So Fresh,Marc Jacobs,Green,41
10858,Daisy Eau So Fresh,Marc Jacobs,Fresh,35
10858,Daisy Eau So Fresh,Marc Jacobs,Citrus,30
62021,Perfect,Marc Jacobs,Sweet,100
62021,Perfect,Marc Jacobs,Green,37
62021,Perfect,Marc Jacobs,Fruity,36
62021,Perfect,Marc Jacobs,Aromatic,27
62021,Perfect,Marc Jacobs,Woody,27
62021,Perfect,Marc Jacobs,Floral,25
62021,Perfect,Marc Jacobs,Musky,19
25289,Daisy Dream,Marc Jacobs,Fruity,100
